hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,56,2016,March,10,3,1,3,2,0.0,0,BB,ESP,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,72.0,0,0,Check-Out,3/7/2016
City Hotel,1,191,2017,April,14,6,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,88.4,0,0,Canceled,9/28/2016
Resort Hotel,1,9,2016,July,27,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,169.0,0,1,No-Show,7/1/2016
City Hotel,0,81,2016,October,45,30,2,1,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.8,0,0,Check-Out,11/2/2016
City Hotel,1,150,2016,January,4,18,1,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,63,Transient-Party,80.0,0,0,Canceled,12/14/2015
Resort Hotel,0,210,2017,August,33,19,2,5,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,261.0,,0,Transient,187.24,0,0,Check-Out,8/26/2017
City Hotel,0,448,2017,June,24,17,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,6/20/2017
City Hotel,0,152,2016,July,29,10,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,,0,Transient,134.3,0,3,Check-Out,7/14/2016
City Hotel,0,14,2015,September,36,4,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,15.0,,0,Transient,113.0,1,3,Check-Out,9/8/2015
City Hotel,1,135,2017,April,16,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0,0,Canceled,12/7/2016
City Hotel,0,36,2016,September,40,28,0,3,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,B,0,No Deposit,21.0,,0,Transient-Party,87.0,0,0,Check-Out,10/1/2016
City Hotel,0,70,2016,January,5,27,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,52.0,0,0,Check-Out,2/3/2016
Resort Hotel,0,236,2016,May,20,12,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,I,0,No Deposit,315.0,,0,Transient-Party,54.0,1,0,Check-Out,5/15/2016
City Hotel,0,1,2017,February,5,3,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,2/6/2017
City Hotel,1,316,2017,May,19,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,1,Canceled,1/9/2017
City Hotel,0,200,2015,October,40,2,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,89.25,0,1,Check-Out,10/5/2015
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,4/4/2016
City Hotel,0,2,2015,August,33,9,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,67.5,0,2,Check-Out,8/10/2015
Resort Hotel,0,242,2017,May,18,1,4,10,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75.0,,0,Transient,84.15,0,1,Check-Out,5/15/2017
City Hotel,0,4,2016,February,7,7,2,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,76.22,1,1,Check-Out,2/11/2016
City Hotel,1,56,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,6/2/2016
City Hotel,1,253,2016,September,40,26,1,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,2.0,0,0,Canceled,1/18/2016
City Hotel,1,357,2017,May,21,24,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,1,Canceled,5/10/2017
City Hotel,1,118,2017,June,23,10,0,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,0,Canceled,4/26/2017
Resort Hotel,0,170,2017,July,29,16,5,10,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,163.8,0,0,Check-Out,7/31/2017
Resort Hotel,0,207,2016,October,41,4,1,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243.0,,0,Transient,70.0,0,0,Check-Out,10/10/2016
City Hotel,1,87,2017,April,15,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,95.0,0,0,Canceled,1/18/2017
City Hotel,1,37,2017,March,11,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,378.0,,0,Transient,110.0,0,0,Canceled,2/6/2017
City Hotel,0,110,2017,April,15,10,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,4/13/2017
Resort Hotel,0,0,2015,November,45,4,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,44.1,0,1,Check-Out,11/6/2015
City Hotel,1,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,7/6/2015
Resort Hotel,0,143,2017,March,10,5,2,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,177.0,,0,Transient,52.4,0,0,Check-Out,3/12/2017
City Hotel,0,2,2015,December,50,11,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.0,1,0,Check-Out,12/12/2015
City Hotel,1,344,2016,June,25,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,10/21/2015
City Hotel,1,43,2016,November,49,29,4,11,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1,Canceled,11/14/2016
City Hotel,0,100,2017,August,31,1,2,5,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,125.0,0,0,Check-Out,8/8/2017
City Hotel,1,92,2015,July,27,1,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,2,Canceled,6/23/2015
City Hotel,1,215,2017,April,15,14,2,2,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.0,0,1,Canceled,10/31/2016
Resort Hotel,1,208,2016,April,17,19,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,Non Refund,273.0,,0,Transient,60.3,0,0,Canceled,3/18/2016
City Hotel,0,158,2017,March,13,27,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1,Check-Out,3/29/2017
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,8/14/2015
Resort Hotel,0,49,2015,July,31,27,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,118.17,0,0,Check-Out,8/2/2015
Resort Hotel,0,0,2017,February,7,17,1,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,76.0,0,0,Check-Out,2/20/2017
City Hotel,0,133,2017,July,27,7,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2,Check-Out,7/10/2017
City Hotel,1,80,2017,January,3,20,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,0,Canceled,1/4/2017
Resort Hotel,1,199,2016,May,19,2,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Canceled,4/18/2016
Resort Hotel,1,40,2016,July,30,22,2,4,2,0.0,0,BB,DZA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,194.0,0,0,Canceled,6/12/2016
City Hotel,1,2,2016,November,45,2,0,2,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,,153.0,0,Transient,94.0,0,0,Canceled,11/2/2016
City Hotel,0,13,2016,March,14,27,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,79.15,0,0,Check-Out,3/31/2016
City Hotel,0,5,2016,November,46,6,2,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,106.68,0,1,Check-Out,11/11/2016
City Hotel,1,153,2015,August,32,3,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,5/19/2015
City Hotel,0,54,2016,February,7,8,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,75.95,0,1,Check-Out,2/13/2016
Resort Hotel,0,10,2017,February,7,12,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2/13/2017
Resort Hotel,1,23,2016,August,32,4,0,3,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,272.7,0,0,Canceled,7/30/2016
City Hotel,0,235,2016,August,32,6,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,105.3,1,2,Check-Out,8/8/2016
City Hotel,0,242,2016,October,44,28,2,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,95.13,0,1,Check-Out,11/1/2016
City Hotel,1,185,2017,May,19,12,2,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,0,Canceled,11/8/2016
City Hotel,1,16,2016,October,44,29,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,2,Canceled,10/24/2016
City Hotel,1,229,2017,July,28,12,1,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,11/25/2016
City Hotel,1,158,2016,May,22,24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0,Canceled,1/18/2016
City Hotel,0,17,2015,September,39,26,2,2,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,9/30/2015
Resort Hotel,0,149,2017,July,30,26,0,4,2,2.0,0,BB,CHE,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,211.25,0,0,Check-Out,7/30/2017
Resort Hotel,0,163,2015,October,43,23,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient-Party,47.0,0,1,Check-Out,10/26/2015
Resort Hotel,0,1,2016,August,33,11,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,149.0,0,0,Check-Out,8/12/2016
Resort Hotel,0,81,2016,April,15,3,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0,1,Check-Out,4/8/2016
City Hotel,0,91,2017,April,14,2,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,117.0,0,4,Check-Out,4/6/2017
City Hotel,0,122,2016,April,16,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,151.0,,56,Transient-Party,85.0,0,0,Check-Out,4/17/2016
City Hotel,1,143,2016,November,47,17,0,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.6,0,1,Canceled,8/15/2016
Resort Hotel,0,120,2015,August,32,4,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,90.95,0,1,Check-Out,8/11/2015
City Hotel,1,113,2016,February,9,25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0,Canceled,12/18/2015
City Hotel,1,395,2016,March,13,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,8/10/2015
City Hotel,1,391,2016,August,32,4,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,59.0,0,0,Canceled,10/21/2015
City Hotel,0,71,2017,July,27,7,1,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,7/10/2017
Resort Hotel,0,7,2017,March,9,2,1,3,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,29.0,0,0,Check-Out,3/6/2017
City Hotel,1,151,2015,July,30,25,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0,0,Canceled,7/9/2015
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,4/4/2016
City Hotel,1,169,2017,June,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,170.0,0,0,Canceled,12/21/2016
City Hotel,0,158,2016,May,22,25,0,4,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,D,13,No Deposit,9.0,,0,Transient,114.75,0,1,Check-Out,5/29/2016
Resort Hotel,1,50,2016,October,44,29,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,88.0,0,1,Canceled,10/19/2016
City Hotel,0,0,2017,July,27,2,1,0,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,B,B,1,No Deposit,,,0,Transient,98.0,0,0,Check-Out,7/3/2017
City Hotel,0,73,2017,July,30,24,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,159.0,,0,Transient,147.5,0,0,Check-Out,7/28/2017
City Hotel,0,0,2016,April,18,28,0,1,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,94.0,,0,Transient-Party,45.0,0,2,Check-Out,4/29/2016
Resort Hotel,0,0,2017,May,18,5,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.0,0,0,Check-Out,5/7/2017
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,10/22/2015
City Hotel,0,158,2017,March,13,27,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,0,Check-Out,3/29/2017
Resort Hotel,1,43,2017,January,4,27,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,48.0,0,0,Canceled,1/5/2017
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,7/6/2015
Resort Hotel,1,219,2016,March,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,310.0,,0,Transient,52.0,0,0,Canceled,11/20/2015
City Hotel,1,288,2016,May,19,5,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,236,Transient-Party,65.0,0,0,Canceled,3/14/2016
Resort Hotel,0,162,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,84.0,0,0,Check-Out,3/27/2016
City Hotel,0,97,2016,August,32,5,1,2,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.3,0,1,Check-Out,8/8/2016
Resort Hotel,1,21,2017,July,29,17,1,3,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,230.0,0,1,Canceled,6/29/2017
City Hotel,0,214,2016,November,48,20,2,1,1,0.0,0,BB,ESP,Groups,Corporate,0,0,0,A,D,2,No Deposit,,233.0,0,Transient,75.0,0,0,Check-Out,11/23/2016
City Hotel,0,1,2016,December,53,29,0,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,12/31/2016
City Hotel,0,18,2017,February,7,17,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,98.88,0,0,Check-Out,2/19/2017
City Hotel,0,142,2016,May,19,6,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,114.3,0,0,Check-Out,5/9/2016
City Hotel,0,99,2017,May,22,30,0,4,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,169.2,0,2,Check-Out,6/3/2017
Resort Hotel,1,320,2017,July,27,4,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,93.38,0,0,Canceled,8/18/2016
City Hotel,1,211,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0,Canceled,3/18/2016
Resort Hotel,1,198,2016,October,42,15,2,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient-Party,68.0,0,0,Canceled,8/2/2016
City Hotel,0,37,2016,June,27,29,0,1,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,22.0,,0,Transient,111.6,0,1,Check-Out,6/30/2016
City Hotel,1,408,2017,May,22,30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,5/5/2017
City Hotel,1,27,2017,February,8,23,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.0,0,0,Canceled,1/29/2017
City Hotel,1,110,2015,July,30,25,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,7/16/2015
City Hotel,1,129,2017,June,22,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,130.0,0,0,Canceled,1/24/2017
Resort Hotel,1,275,2015,October,41,4,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,26,0,A,A,0,Non Refund,208.0,,0,Transient,50.0,0,0,Canceled,1/30/2015
City Hotel,0,152,2016,July,29,11,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,99.0,0,2,Check-Out,7/13/2016
Resort Hotel,0,43,2017,June,24,11,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,140.0,0,1,Check-Out,6/18/2017
City Hotel,0,19,2016,February,7,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,100.5,0,2,Check-Out,2/14/2016
City Hotel,0,107,2016,June,24,10,0,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,187.0,,0,Transient-Party,120.0,0,0,Check-Out,6/12/2016
City Hotel,1,16,2016,February,9,27,2,5,1,0.0,0,BB,NGA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,101.0,0,0,No-Show,2/27/2016
City Hotel,1,281,2016,April,16,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,10/21/2015
City Hotel,0,1,2017,August,35,27,1,0,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,80.1,0,0,Check-Out,8/28/2017
City Hotel,1,88,2017,June,24,17,0,1,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,204.3,0,0,Canceled,3/28/2017
Resort Hotel,0,4,2016,August,35,23,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,42.0,0,Transient,138.0,1,0,Check-Out,8/24/2016
City Hotel,0,111,2017,May,20,14,2,1,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,117.6,0,0,Check-Out,5/17/2017
City Hotel,0,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,9/20/2015
Resort Hotel,1,190,2017,July,29,17,2,5,3,0.0,0,Undefined,CHE,Direct,Direct,0,0,0,D,D,3,No Deposit,250.0,,0,Transient,274.45,0,0,Canceled,7/3/2017
Resort Hotel,0,11,2015,December,50,6,2,0,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,0,Transient,37.0,0,0,Check-Out,12/8/2015
City Hotel,1,46,2017,March,10,6,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,8.0,,0,Transient,100.3,0,0,Canceled,1/29/2017
Resort Hotel,0,240,2016,October,43,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,2.0,,0,Contract,84.95,1,2,Check-Out,10/28/2016
City Hotel,1,279,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,1/1/2015
City Hotel,1,2,2015,November,46,9,3,8,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,95.81,0,0,Canceled,11/9/2015
Resort Hotel,0,54,2015,August,34,18,0,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,151.23,0,1,Check-Out,8/23/2015
City Hotel,0,9,2017,February,6,8,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,B,A,1,No Deposit,14.0,,0,Transient,91.1,0,0,Check-Out,2/12/2017
City Hotel,0,64,2016,October,45,31,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,105.6,0,4,Check-Out,11/3/2016
City Hotel,1,594,2017,February,8,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,10/21/2015
City Hotel,1,23,2016,February,7,12,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.8,0,0,Canceled,1/24/2016
Resort Hotel,0,30,2015,August,35,28,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,G,0,No Deposit,250.0,,0,Transient,115.0,0,3,Check-Out,8/29/2015
City Hotel,0,4,2017,April,15,12,0,3,2,0.0,0,SC,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,156.67,0,2,Check-Out,4/15/2017
City Hotel,1,84,2017,May,19,12,0,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,189.0,0,0,Canceled,4/24/2017
City Hotel,1,92,2016,November,49,29,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,348.0,50,Transient,90.0,0,0,Canceled,11/15/2016
City Hotel,0,4,2016,September,38,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,174.67,0,1,Check-Out,9/16/2016
City Hotel,1,32,2016,November,46,11,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,1,Canceled,10/17/2016
Resort Hotel,0,0,2017,February,8,22,0,1,2,0.0,0,BB,FIN,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,80.0,0,0,Check-Out,2/23/2017
City Hotel,0,8,2017,April,15,13,1,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,185.25,0,1,Check-Out,4/17/2017
City Hotel,0,73,2016,July,29,12,0,1,2,0.0,0,SC,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,105.0,0,1,Check-Out,7/13/2016
City Hotel,1,184,2017,May,22,28,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0,Canceled,11/25/2016
